j	k	likelihood
0.02	10750	-814101.338976487
0.02	10800	-814099.203392935
0.02	10850	-814097.078189941
0.02	10900	-814094.963269272
0.02	10950	-814092.858534118
0.02	11000	-814090.763888993
0.02	11050	-814088.679239728
0.02	11100	-814086.604493484
0.02	11150	-814084.539558682
0.02	11200	-814082.484345001
0.02	11250	-814080.43876335
0.02	11300	-814078.402725861
0.02	11350	-814076.37614583
0.02	11400	-814074.358937747
0.02	11450	-814072.351017214
0.02	11500	-814070.352301005
0.02	11550	-814068.362706964
0.02	11600	-814066.382154012
0.02	11650	-814064.410562184
0.02	11700	-814062.447852531
0.02	11750	-814060.49394713
0.02	11800	-814058.548769096
0.02	11850	-814056.612242513
0.02	11900	-814054.684292466
0.02	11950	-814052.764844979
0.02	12000	-814050.853827047
0.025	50	-816536.237341254
0.025	100	-815990.564797611
0.025	150	-815680.04386299
0.025	200	-815465.038259532
0.025	250	-815301.619332462
0.025	300	-815170.363337137
0.025	350	-815061.008154985
0.025	400	-814967.488557633
0.025	450	-814885.929750084
0.025	500	-814813.710103653
0.025	550	-814748.975765603
0.025	600	-814690.368983799
0.025	650	-814636.866515507
0.025	700	-814587.678686651
0.025	750	-814542.183738239
0.025	800	-814499.883651962
0.025	850	-814460.373556883
0.025	900	-814423.320007526
0.025	950	-814388.445222332
0.025	1000	-814355.5154264
0.025	1050	-814324.332082553
0.025	1100	-814294.725194557
0.025	1150	-814266.54812282
0.025	1200	-814239.673521498
0.025	1250	-814213.990118602
0.025	1300	-814189.400138241
0.025	1350	-814165.817217573
0.025	1400	-814143.164709065
0.025	1450	-814121.374285786
0.025	1500	-814100.38478729
0.025	1550	-814080.141258038
0.025	1600	-814060.594141218
0.025	1650	-814041.698598774
0.025	1700	-814023.413934829
0.025	1750	-814005.70310415
0.025	1800	-813988.532291119
0.025	1850	-813971.870547431
0.025	1900	-813955.689479039
0.025	1950	-813939.962974461
0.025	2000	-813924.66696815
0.025	2050	-813909.779233577
0.025	2100	-813895.279201807
0.025	2150	-813881.147801731
0.025	2200	-813867.367319021
0.025	2250	-813853.92127129
0.025	2300	-813840.794297187
0.025	2350	-813827.972057634
0.025	2400	-813815.441147693
0.025	2450	-813803.189017647
0.025	2500	-813791.203902275
0.025	2550	-813779.474757186
0.025	2600	-813767.991201527
0.025	2650	-813756.743466153
0.025	2700	-813745.722346843
0.025	2750	-813734.919161849
0.025	2800	-813724.325713285
0.025	2850	-813713.934252118
0.025	2900	-813703.737446132
0.025	2950	-813693.728350785
0.025	3000	-813683.900382516
0.025	3050	-813674.247294281
0.025	3100	-813664.763153207
0.025	3150	-813655.442319909
0.025	3200	-813646.279429664
0.025	3250	-813637.269374876
0.025	3300	-813628.407289092
0.025	3350	-813619.688532081
0.025	3400	-813611.10867614
0.025	3450	-813602.663493367
0.025	3500	-813594.348943942
0.025	3550	-813586.161165138
0.025	3600	-813578.09646122
0.025	3650	-813570.151293993
0.025	3700	-813562.322274047
0.025	3750	-813554.606152555
0.025	3800	-813546.999813682
0.025	3850	-813539.500267432
0.025	3900	-813532.104643008
0.025	3950	-813524.810182638
0.025	4000	-813517.614235681
0.025	4050	-813510.514253258
0.025	4100	-813503.507783087
0.025	4150	-813496.592464682
0.025	4200	-813489.766024925
0.025	4250	-813483.026273748
0.025	4300	-813476.371100212
0.025	4350	-813469.798468748
0.025	4400	-813463.306415612
0.025	4450	-813456.893045611
0.025	4500	-813450.556528918
0.025	4550	-813444.295098139
0.025	4600	-813438.107045527
0.025	4650	-813431.990720338
0.025	4700	-813425.944526327
0.025	4750	-813419.966919389
0.025	4800	-813414.056405349
0.025	4850	-813408.211537817
0.025	4900	-813402.430916207
0.025	4950	-813396.713183785
0.025	5000	-813391.057025949
0.025	5050	-813385.461168425
0.025	5100	-813379.924375708
0.025	5150	-813374.445449496
0.025	5200	-813369.02322719
0.025	5250	-813363.656580548
0.025	5300	-813358.344414303
0.025	5350	-813353.085664918
0.025	5400	-813347.879299409
0.025	5450	-813342.724314132
0.025	5500	-813337.619733725
0.025	5550	-813332.564610076
0.025	5600	-813327.55802128
0.025	5650	-813322.599070725
0.025	5700	-813317.686886152
0.025	5750	-813312.820618817
0.025	5800	-813307.999442619
0.025	5850	-813303.222553325
0.025	5900	-813298.489167852
0.025	5950	-813293.798523439
0.025	6000	-813289.149877047
0.025	6050	-813284.542504639
0.025	6100	-813279.975700542
0.025	6150	-813275.448776862
0.025	6200	-813270.961062873
0.025	6250	-813266.511904456
0.025	6300	-813262.100663556
0.025	6350	-813257.726717683
0.025	6400	-813253.389459389
0.025	6450	-813249.088295799
0.025	6500	-813244.822648143
0.025	6550	-813240.591951326
0.025	6600	-813236.395653508
0.025	6650	-813232.233215687
0.025	6700	-813228.104111279
0.025	6750	-813224.007825793
0.025	6800	-813219.943856418
0.025	6850	-813215.911711727
0.025	6900	-813211.910911278
0.025	6950	-813207.940985324
0.025	7000	-813204.001474495
0.025	7050	-813200.091929505
0.025	7100	-813196.211910846
0.025	7150	-813192.360988501
0.025	7200	-813188.53874171
0.025	7250	-813184.744758661
0.025	7300	-813180.978636274
0.025	7350	-813177.239979947
0.025	7400	-813173.528403309
0.025	7450	-813169.843528003
0.025	7500	-813166.184983489
0.025	7550	-813162.552406778
0.025	7600	-813158.945442304
0.025	7650	-813155.363741648
0.025	7700	-813151.806963378
0.025	7750	-813148.274772898
0.025	7800	-813144.766842228
0.025	7850	-813141.282849819
0.025	7900	-813137.822480455
0.025	7950	-813134.385424995
0.025	8000	-813130.971380299
0.025	8050	-813127.580049041
0.025	8100	-813124.211139537
0.025	8150	-813120.864365662
0.025	8200	-813117.539446681
0.025	8250	-813114.236107078
0.025	8300	-813110.954076489
0.025	8350	-813107.693089562
0.025	8400	-813104.452885777
0.025	8450	-813101.233209433
0.025	8500	-813098.033809423
0.025	8550	-813094.854439202
0.025	8600	-813091.694856648
0.025	8650	-813088.554823942
0.025	8700	-813085.434107505
0.025	8750	-813082.33247787
0.025	8800	-813079.249709589
0.025	8850	-813076.185581161
0.025	8900	-813073.139874908
0.025	8950	-813070.112376926
0.025	9000	-813067.102876949
0.025	9050	-813064.11116833
0.025	9100	-813061.137047908
0.025	9150	-813058.180315942
0.025	9200	-813055.240776056
0.025	9250	-813052.318235149
0.025	9300	-813049.412503301
0.025	9350	-813046.523393755
0.025	9400	-813043.650722796
0.025	9450	-813040.794309734
0.025	9500	-813037.95397678
0.025	9550	-813035.129549049
0.025	9600	-813032.320854439
0.025	9650	-813029.527723614
0.025	9700	-813026.749989927
0.025	9750	-813023.987489375
0.025	9800	-813021.240060513
0.025	9850	-813018.507544463
0.025	9900	-813015.789784777
0.025	9950	-813013.086627463
0.025	10000	-813010.397920893
0.025	10050	-813007.72351576
0.025	10100	-813005.063265042
0.025	10150	-813002.417023965
0.025	10200	-812999.784649916
0.025	10250	-812997.16600245
0.025	10300	-812994.560943202
0.025	10350	-812991.969335892
0.025	10400	-812989.391046242
0.025	10450	-812986.825941967
0.025	10500	-812984.27389272
0.025	10550	-812981.734770055
0.025	10600	-812979.208447391
0.025	10650	-812976.694799999
0.025	10700	-812974.193704919
0.025	10750	-812971.705040977
0.025	10800	-812969.228688712
0.025	10850	-812966.764530377
0.025	10900	-812964.312449859
0.025	10950	-812961.872332716
0.025	11000	-812959.44406609
0.025	11050	-812957.027538697
0.025	11100	-812954.622640807
0.025	11150	-812952.229264183
0.025	11200	-812949.847302125
0.025	11250	-812947.476649338
0.025	11300	-812945.117202001
0.025	11350	-812942.768857684
0.025	11400	-812940.43151534
0.025	11450	-812938.105075317
0.025	11500	-812935.789439245
0.025	11550	-812933.484510096
0.025	11600	-812931.190192138
0.025	11650	-812928.906390881
0.025	11700	-812926.633013083
0.025	11750	-812924.369966761
0.025	11800	-812922.117161068
0.025	11850	-812919.874506412
0.025	11900	-812917.641914294
0.025	11950	-812915.419297397
0.025	12000	-812913.2065695
0.03	50	-816010.519528661
0.03	100	-815370.387793396
0.03	150	-815007.437741779
0.03	200	-814756.775074176
0.03	250	-814566.644168835
0.03	300	-814414.196817367
0.03	350	-814287.376903899
0.03	400	-814179.066507214
0.03	450	-814084.722577173
0.03	500	-814001.27393899
0.03	550	-813926.550514774
0.03	600	-813858.964075709
0.03	650	-813797.31847382
0.03	700	-813740.691168213
0.03	750	-813688.356209151
0.03	800	-813639.732444498
0.03	850	-813594.347666872
0.03	900	-813551.813168675
0.03	950	-813511.805286997
0.03	1000	-813474.051759862
0.03	1050	-813438.321466904
0.03	1100	-813404.41659737
0.03	1150	-813372.166589228
0.03	1200	-813341.423380888
0.03	1250	-813312.057649506
0.03	1300	-813283.955800368
0.03	1350	-813257.017534873
0.03	1400	-813231.153868939
0.03	1450	-813206.285505668
0.03	1500	-813182.341489081
0.03	1550	-813159.258082754
0.03	1600	-813136.977830018
0.03	1650	-813115.448761329
0.03	1700	-813094.623722553
0.03	1750	-813074.459802298
0.03	1800	-813054.917841632
0.03	1850	-813035.962012231
0.03	1900	-813017.559451978
0.03	1950	-812999.679948765
0.03	2000	-812982.295665184
0.03	2050	-812965.380897872
0.03	2100	-812948.911866467
0.03	2150	-812932.866527876
0.03	2200	-812917.224412328
0.03	2250	-812901.966478288
0.03	2300	-812887.074983529
0.03	2350	-812872.533370517
0.03	2400	-812858.326163893
0.03	2450	-812844.438879008
0.03	2500	-812830.857939649
0.03	2550	-812817.570604244
0.03	2600	-812804.564899279
0.03	2650	-812791.82955927
0.03	2700	-812779.353972408
0.03	2750	-812767.128131308
0.03	2800	-812755.142588334
0.03	2850	-812743.388414843
0.03	2900	-812731.857164218
0.03	2950	-812720.540837975
0.03	3000	-812709.43185485
0.03	3050	-812698.523022532
0.03	3100	-812687.807511598
0.03	3150	-812677.278831792
0.03	3200	-812666.930809998
0.03	3250	-812656.757570113
0.03	3300	-812646.753514391
0.03	3350	-812636.913306293
0.03	3400	-812627.231854579
0.03	3450	-812617.704298595
0.03	3500	-812608.325994701
0.03	3550	-812599.09250355
0.03	3600	-812589.999578467
0.03	3650	-812581.043154436
0.03	3700	-812572.219338021
0.03	3750	-812563.524397877
0.03	3800	-812554.954755956
0.03	3850	-812546.506979285
0.03	3900	-812538.177772259
0.03	3950	-812529.963969468
0.03	4000	-812521.862529003
0.03	4050	-812513.870526106
0.03	4100	-812505.985147317
0.03	4150	-812498.203684917
0.03	4200	-812490.523531722
0.03	4250	-812482.94217623
0.03	4300	-812475.457197991
0.03	4350	-812468.066263304
0.03	4400	-812460.767121174
0.03	4450	-812453.557599421
0.03	4500	-812446.435601128
0.03	4550	-812439.399101171
0.03	4600	-812432.446143043
0.03	4650	-812425.574835791
0.03	4700	-812418.783351145
0.03	4750	-812412.069920782
0.03	4800	-812405.43283378
0.03	4850	-812398.870434145
0.03	4900	-812392.381118513
0.03	4950	-812385.963333974
0.03	5000	-812379.615575965
0.03	5050	-812373.336386315
0.03	5100	-812367.124351353
0.03	5150	-812360.978100152
0.03	5200	-812354.896302806
0.03	5250	-812348.877668844
0.03	5300	-812342.920945679
0.03	5350	-812337.024917167
0.03	5400	-812331.188402192
0.03	5450	-812325.410253385
0.03	5500	-812319.689355794
0.03	5550	-812314.024625734
0.03	5600	-812308.415009626
0.03	5650	-812302.859482891
0.03	5700	-812297.357048916
0.03	5750	-812291.906738008
0.03	5800	-812286.507606502
0.03	5850	-812281.158735823
0.03	5900	-812275.859231578
0.03	5950	-812270.608222748
0.03	6000	-812265.404860895
0.03	6050	-812260.248319363
0.03	6100	-812255.13779258
0.03	6150	-812250.07249531
0.03	6200	-812245.051662025
0.03	6250	-812240.074546206
0.03	6300	-812235.140419771
0.03	6350	-812230.248572432
0.03	6400	-812225.398311168
0.03	6450	-812220.588959634
0.03	6500	-812215.819857651
0.03	6550	-812211.090360701
0.03	6600	-812206.399839443
0.03	6650	-812201.74767922
0.03	6700	-812197.133279634
0.03	6750	-812192.556054099
0.03	6800	-812188.015429427
0.03	6850	-812183.51084542
0.03	6900	-812179.041754478
0.03	6950	-812174.607621274
0.03	7000	-812170.207922303
0.03	7050	-812165.842145617
0.03	7100	-812161.509790465
0.03	7150	-812157.210366943
0.03	7200	-812152.943395751
0.03	7250	-812148.708407806
0.03	7300	-812144.504944029
0.03	7350	-812140.332555018
0.03	7400	-812136.190800805
0.03	7450	-812132.079250595
0.03	7500	-812127.997482478
0.03	7550	-812123.945083246
0.03	7600	-812119.921648109
0.03	7650	-812115.926780489
0.03	7700	-812111.960091812
0.03	7750	-812108.021201267
0.03	7800	-812104.10973562
0.03	7850	-812100.225329023
0.03	7900	-812096.367622805
0.03	7950	-812092.536265277
0.03	8000	-812088.730911604
0.03	8050	-812084.951223558
0.03	8100	-812081.196869422
0.03	8150	-812077.46752375
0.03	8200	-812073.762867291
0.03	8250	-812070.082586772
0.03	8300	-812066.426374776
0.03	8350	-812062.793929598
0.03	8400	-812059.184955112
0.03	8450	-812055.599160598
0.03	8500	-812052.036260671
0.03	8550	-812048.495975096
0.03	8600	-812044.978028703
0.03	8650	-812041.482151242
0.03	8700	-812038.00807729
0.03	8750	-812034.555546125
0.03	8800	-812031.124301603
0.03	8850	-812027.714092089
0.03	8900	-812024.324670317
0.03	8950	-812020.955793295
0.03	9000	-812017.607222236
0.03	9050	-812014.278722413
0.03	9100	-812010.970063123
0.03	9150	-812007.681017564
0.03	9200	-812004.411362752
0.03	9250	-812001.160879422
0.03	9300	-811997.929351994
0.03	9350	-811994.716568439
0.03	9400	-811991.522320211
0.03	9450	-811988.346402213
0.03	9500	-811985.188612691
0.03	9550	-811982.048753116
0.03	9600	-811978.926628231
0.03	9650	-811975.822045865
0.03	9700	-811972.73481693
0.03	9750	-811969.664755343
0.03	9800	-811966.611677981
0.03	9850	-811963.575404555
0.03	9900	-811960.555757642
0.03	9950	-811957.552562551
0.03	10000	-811954.565647304
0.03	10050	-811951.594842595
0.03	10100	-811948.639981684
0.03	10150	-811945.700900378
0.03	10200	-811942.777436998
0.03	10250	-811939.869432287
0.03	10300	-811936.976729383
0.03	10350	-811934.099173797
0.03	10400	-811931.236613319
0.03	10450	-811928.388897968
0.03	10500	-811925.555880033
0.03	10550	-811922.737413915
0.03	10600	-811919.93335618
0.03	10650	-811917.143565472
0.03	10700	-811914.367902457
0.03	10750	-811911.60622983
0.03	10800	-811908.858412258
0.03	10850	-811906.124316307
0.03	10900	-811903.40381048
0.03	10950	-811900.696765103
0.03	11000	-811898.003052358
0.03	11050	-811895.322546185
0.03	11100	-811892.655122299
0.03	11150	-811890.000658155
0.03	11200	-811887.359032864
0.03	11250	-811884.730127238
0.03	11300	-811882.113823695
0.03	11350	-811879.510006279
0.03	11400	-811876.918560579
0.03	11450	-811874.339373746
0.03	11500	-811871.77233446
0.03	11550	-811869.217332888
0.03	11600	-811866.67426063
0.03	11650	-811864.143010773
0.03	11700	-811861.623477793
0.03	11750	-811859.115557563
0.03	11800	-811856.619147295
0.03	11850	-811854.134145595
0.03	11900	-811851.660452344
0.03	11950	-811849.197968732
0.03	12000	-811846.74659722
0.035	50	-815497.440924488
0.035	100	-814767.566455339
0.035	150	-814355.275262635
0.035	200	-814071.287310406
0.035	250	-813856.332536106
0.035	300	-813684.28795696
0.035	350	-813541.387322606
0.035	400	-813419.511952393
0.035	450	-813313.485035418
0.035	500	-813219.809983132
0.035	550	-813136.018066383
0.035	600	-813060.303792934
0.035	650	-812991.308306473
0.035	700	-812927.984240833
0.035	750	-812869.507914515
0.035	800	-812815.220311521
0.035	850	-812764.586246527
0.035	900	-812717.165397678
0.035	950	-812672.591306001
0.035	1000	-812630.55585619
0.035	1050	-812590.797611879
0.035	1100	-812553.092914155
0.035	1150	-812517.24899554
0.035	1200	-812483.098587269
0.035	1250	-812450.495648516
0.035	1300	-812419.311949495
0.035	1350	-812389.434312164
0.035	1400	-812360.762362651
0.035	1450	-812333.20668611
0.035	1500	-812306.68730062
0.035	1550	-812281.132386538
0.035	1600	-812256.477221705
0.035	1650	-812232.663283951
0.035	1700	-812209.637490336
0.035	1750	-812187.351549043
0.035	1800	-812165.761404528
0.035	1850	-812144.826760231
0.035	1900	-812124.510666438
0.035	1950	-812104.779162689
0.035	2000	-812085.600966575
0.035	2050	-812066.947201717
0.035	2100	-812048.791159284
0.035	2150	-812031.108088157
0.035	2200	-812013.875009797
0.035	2250	-811997.070554329
0.035	2300	-811980.67481509
0.035	2350	-811964.669219093
0.035	2400	-811949.036411595
0.035	2450	-811933.7601526
0.035	2500	-811918.825224274
0.035	2550	-811904.217347597
0.035	2600	-811889.923107365
0.035	2650	-811875.929884435
0.035	2700	-811862.225794523
0.035	2750	-811848.799632673
0.035	2800	-811835.640822902
0.035	2850	-811822.739372351
0.035	2900	-811810.085829568
0.035	2950	-811797.671246382
0.035	3000	-811785.487143131
0.035	3050	-811773.525476743
0.035	3100	-811761.778611535
0.035	3150	-811750.239292365
0.035	3200	-811738.900619999
0.035	3250	-811727.756028365
0.035	3300	-811716.7992636
0.035	3350	-811706.024364768
0.035	3400	-811695.425645994
0.035	3450	-811684.997679882
0.035	3500	-811674.73528226
0.035	3550	-811664.633497952
0.035	3600	-811654.687587618
0.035	3650	-811644.893015462
0.035	3700	-811635.245437865
0.035	3750	-811625.740692762
0.035	3800	-811616.374789737
0.035	3850	-811607.143900785
0.035	3900	-811598.044351688
0.035	3950	-811589.072613972
0.035	4000	-811580.225297316
0.035	4050	-811571.499142538
0.035	4100	-811562.891014955
0.035	4150	-811554.397898149
0.035	4200	-811546.01688815
0.035	4250	-811537.745187993
0.035	4300	-811529.580102535
0.035	4350	-811521.51903358
0.035	4400	-811513.559475403
0.035	4450	-811505.699010384
0.035	4500	-811497.935304958
0.035	4550	-811490.266105809
0.035	4600	-811482.689236301
0.035	4650	-811475.202592984
0.035	4700	-811467.804142428
0.035	4750	-811460.491918171
0.035	4800	-811453.264017825
0.035	4850	-811446.118600321
0.035	4900	-811439.053883373
0.035	4950	-811432.06814097
0.035	5000	-811425.159701095
0.035	5050	-811418.326943465
0.035	5100	-811411.568297481
0.035	5150	-811404.882240207
0.035	5200	-811398.267294473
0.035	5250	-811391.722027097
0.035	5300	-811385.24504714
0.035	5350	-811378.835004311
0.035	5400	-811372.490587359
0.035	5450	-811366.210522639
0.035	5500	-811359.993572693
0.035	5550	-811353.838534865
0.035	5600	-811347.744240078
0.035	5650	-811341.709551554
0.035	5700	-811335.733363662
0.035	5750	-811329.814600808
0.035	5800	-811323.952216355
0.035	5850	-811318.145191596
0.035	5900	-811312.392534803
0.035	5950	-811306.693280237
0.035	6000	-811301.046487332
0.035	6050	-811295.451239746
0.035	6100	-811289.906644612
0.035	6150	-811284.411831722
0.035	6200	-811278.965952767
0.035	6250	-811273.568180632
0.035	6300	-811268.217708686
0.035	6350	-811262.913750118
0.035	6400	-811257.655537295
0.035	6450	-811252.442321166
0.035	6500	-811247.27337066
0.035	6550	-811242.147972112
0.035	6600	-811237.065428722
0.035	6650	-811232.025060052
0.035	6700	-811227.026201505
0.035	6750	-811222.068203814
0.035	6800	-811217.150432632
0.035	6850	-811212.272268048
0.035	6900	-811207.433104152
